id,area,district,floor,distance_to_center,rent_price
2071,104.8,old_town,1,1.62,4984.73
2072,19.7,riverside,7,5.98,2632.56
2073,58.2,green_zone,19,6.68,3576.44
2074,40.9,university,6,2.12,2222.39
2075,18.0,suburb,10,13.43,2500.42
2076,59.9,central,12,0.46,5702.33
2077,55.7,central,5,0.2,3445.58
2078,106.5,suburb,4,9.86,2333.28
2079,35.4,central,3,0.67,3786.99
2080,93.9,green_zone,2,11.1,1381.63
2081,44.8,central,1,2.64,3182.87
2082,124.3,suburb,14,13.99,350.0
2083,72.9,old_town,3,2.02,3479.28
2084,113.2,green_zone,3,7.86,1147.85
2085,109.8,suburb,3,15.25,2012.32
2086,35.3,residential,9,4.38,3700.82
2087,57.4,central,8,0.2,4646.14
2088,80.2,industrial,16,12.49,2737.55
2089,67.4,residential,19,4.01,2189.58
2090,185.2,luxury_hills,4,4.84,25150.69
2091,131.2,suburb,8,11.78,1369.14
2092,141.1,luxury_hills,10,9.69,15134.2
2093,80.4,suburb,7,8.7,2349.2
2094,53.2,central,11,2.02,5282.96
2095,78.2,riverside,12,6.22,3158.06
2096,50.8,central,1,1.82,3688.69
2097,61.4,industrial,16,11.48,1340.12
2098,72.7,central,11,1.25,3715.67
2099,87.9,business,3,2.22,5001.26
2100,51.5,suburb,3,13.9,1807.47
2101,53.9,industrial,9,7.9,356.52
2102,125.1,residential,11,7.81,983.87
2103,48.1,residential,12,5.79,3058.3
2104,85.6,green_zone,13,6.06,3176.5
2105,78.0,green_zone,8,7.03,3527.6
2106,40.9,central,14,1.26,3984.85
2107,49.6,old_town,2,3.19,2914.17
2108,66.7,business,33,2.98,3140.51
2109,50.9,university,16,5.05,2581.5
2110,63.7,university,19,4.68,1738.43
2111,70.4,old_town,7,0.89,4270.6
2112,105.4,old_town,5,4.1,2494.96
2113,122.1,suburb,11,16.71,2989.82
2114,141.1,suburb,10,10.85,2461.31
2115,61.5,riverside,2,6.36,2834.23
2116,51.2,central,6,2.48,4904.86
2117,83.4,suburb,4,16.48,1828.5
2118,80.3,old_town,7,1.52,2840.79
2119,94.2,green_zone,11,7.56,3686.63
2120,28.7,central,6,0.92,2042.63
2121,46.1,residential,21,5.62,1442.47
2122,65.5,central,3,1.72,4234.67
2123,70.1,old_town,2,4.03,3316.4
2124,82.7,suburb,9,13.91,1852.85
2125,79.7,residential,17,9.85,1567.41
2126,79.7,residential,7,3.14,2873.87
2127,38.9,old_town,4,0.2,4052.48
2128,121.2,residential,1,13.26,1359.73
2129,114.8,green_zone,7,10.15,1274.78
2130,69.9,suburb,15,15.58,1572.61
2131,44.6,central,12,1.42,5110.53
2132,52.9,riverside,15,6.02,2471.21
2133,50.2,central,6,1.71,5785.86
2134,59.3,suburb,5,11.77,1681.03
2135,56.3,industrial,2,11.95,1483.58
2136,46.3,central,14,1.12,4318.87
2137,117.7,residential,11,5.04,2337.96
2138,82.6,riverside,3,5.79,5366.49
2139,51.1,suburb,3,16.75,1950.96
2140,76.1,university,9,4.1,2868.32
2141,82.1,business,12,2.92,3361.7
2142,73.8,green_zone,5,11.78,1906.17
2143,25.1,residential,1,8.44,2548.22
2144,77.3,residential,11,6.69,2631.91
2145,94.3,suburb,14,12.89,2033.64
2146,114.2,old_town,4,3.66,3119.15
2147,60.0,university,1,2.85,2138.6
2148,47.7,industrial,15,11.38,1093.21
2149,63.0,business,12,3.62,2929.0
2150,43.6,old_town,1,2.5,2032.07
2151,71.4,riverside,24,8.92,3297.03
2152,48.0,university,13,4.57,2160.06
2153,47.6,old_town,8,1.92,1829.14
2154,32.9,business,3,1.57,3794.62
2155,115.3,business,2,2.5,3585.69
2156,78.4,suburb,14,15.37,1642.39
2157,74.9,riverside,9,7.39,2772.41
2158,78.7,central,11,0.9,5232.26
2159,62.5,residential,18,6.97,1747.07
2160,31.8,university,17,4.62,2948.28
2161,55.8,residential,9,11.45,1874.89
2162,30.1,green_zone,19,6.57,2023.02
2163,50.3,residential,5,7.9,1563.63
2164,107.8,residential,2,7.28,787.75
2165,77.6,riverside,5,5.47,2314.34
2166,83.4,green_zone,5,4.29,2326.42
2167,42.8,central,27,1.67,5377.47
2168,107.0,suburb,15,13.68,2058.32
2169,72.8,suburb,3,13.92,2256.02
2170,64.5,industrial,13,12.94,2105.5
2171,51.6,old_town,6,4.34,2876.54
2172,25.3,old_town,1,1.23,2101.73
2173,58.6,university,17,5.72,2305.07
2174,72.1,business,4,3.47,2348.5
2175,69.8,central,34,1.59,3282.43
2176,82.6,industrial,6,10.44,1022.72
2177,69.4,green_zone,15,4.22,1973.05
2178,86.5,old_town,3,3.1,3598.9
2179,62.6,suburb,12,13.92,831.07
2180,88.6,residential,3,6.01,2994.79
2181,119.8,residential,2,6.01,2570.8
2182,183.9,luxury_hills,2,10.09,13438.51
2183,82.8,suburb,2,8.47,1695.02
2184,51.4,residential,1,6.39,2416.55
2185,81.6,industrial,8,13.0,1438.35
2186,103.7,residential,16,5.89,3276.23
2187,84.6,industrial,14,7.02,1575.57
2188,40.8,industrial,3,10.35,889.34
2189,93.1,industrial,9,8.86,1796.45
2190,38.2,green_zone,7,7.48,1973.77
2191,55.8,industrial,10,12.4,1128.27
2192,50.1,central,4,1.71,3001.19
2193,83.2,luxury_hills,12,5.79,9139.22
2194,28.2,central,12,1.63,4949.87
2195,80.3,green_zone,6,5.76,1665.95
2196,104.8,residential,12,7.41,2737.15
2197,40.7,business,10,2.14,4496.45
2198,44.8,riverside,17,3.25,2136.2
2199,73.8,suburb,9,11.7,1747.58
2200,87.8,old_town,7,0.9,1691.62
2201,56.8,central,10,0.2,4785.43
2202,58.5,business,12,2.58,2960.61
2203,26.1,riverside,26,3.93,2625.7
2204,55.5,industrial,6,15.49,1221.38
2205,66.2,luxury_hills,8,10.59,8654.03
2206,95.0,suburb,13,14.8,1863.72
2207,94.7,business,12,2.62,1618.85
2208,85.9,old_town,6,1.77,3900.92
2209,107.1,luxury_hills,11,15.93,10761.78
2210,47.9,industrial,10,10.93,478.69
2211,80.7,business,3,2.05,3663.38
2212,64.9,old_town,7,1.47,2853.81
2213,34.1,residential,9,8.35,1720.24
2214,18.0,residential,19,9.63,1857.04
2215,29.3,university,17,0.56,6206.97
2216,51.7,central,5,0.89,3410.94
2217,59.4,green_zone,2,1.26,1969.41
2218,44.3,riverside,11,6.69,3225.77
2219,49.7,central,11,0.2,11994.38
2220,48.3,business,24,3.56,2928.95
2221,93.7,green_zone,2,12.0,2615.72
2222,85.2,riverside,4,5.1,3698.99
2223,78.8,residential,3,7.36,2179.42
2224,88.8,suburb,10,11.85,5012.93
2225,70.2,luxury_hills,2,10.44,7018.01
2226,85.7,residential,12,2.4,3481.34
2227,58.8,industrial,7,11.37,704.85
2228,45.3,industrial,16,10.19,1584.21
2229,97.0,residential,4,9.04,3124.67
2230,65.1,residential,12,6.49,2184.48
2231,95.6,luxury_hills,7,10.35,8404.31
2232,18.0,green_zone,4,5.82,1573.8
2233,61.2,university,1,8.64,1755.58
2234,78.7,suburb,7,15.13,1534.96
2235,58.8,business,11,2.61,3807.45
2236,86.2,luxury_hills,3,9.75,11125.13
2237,18.0,university,14,3.8,5087.42
2238,85.4,suburb,17,13.96,2295.39
2239,101.6,suburb,12,14.9,1764.78
2240,67.5,old_town,5,3.53,2840.11
2241,87.1,suburb,11,9.99,1421.67
2242,68.3,central,10,1.25,5165.77
2243,22.1,university,1,3.18,2843.18
2244,43.2,industrial,1,11.08,1722.98
2245,99.1,old_town,8,4.05,2860.0
2246,43.5,green_zone,3,9.42,2568.25
2247,41.1,suburb,1,13.96,1126.45
2248,71.6,business,9,3.98,3160.68
2249,74.5,suburb,17,15.11,2206.68
2250,89.2,old_town,3,1.19,2277.04
2251,89.7,riverside,30,4.71,2755.28
2252,51.1,old_town,3,3.27,3761.03
2253,84.5,central,10,1.75,3463.99
2254,75.5,residential,8,7.3,1590.71
2255,60.8,university,16,4.12,3798.05
2256,40.1,residential,13,6.91,1248.1
2257,57.4,riverside,4,6.72,3355.54
2258,64.6,old_town,6,0.2,2394.94
2259,18.0,residential,2,7.88,1992.44
2260,62.3,central,8,0.81,5089.77
2261,107.6,suburb,2,13.56,2533.72
2262,41.8,residential,9,5.05,2508.49
2263,49.2,university,1,7.21,1582.99
2264,120.7,suburb,13,14.74,2540.18
2265,90.4,business,20,3.45,3778.62
2266,76.9,business,6,3.61,3362.42
2267,49.9,university,2,5.76,2365.81
2268,73.2,residential,14,9.51,3034.11
2269,98.5,suburb,17,16.06,2891.6
2270,74.2,residential,4,4.28,2316.94
2271,84.5,business,12,1.44,984.11
2272,92.0,residential,3,7.45,1484.8
2273,59.1,university,9,4.32,2337.82
2274,109.4,suburb,12,15.88,1185.5
2275,117.7,old_town,4,1.87,3482.74
2276,112.5,luxury_hills,3,6.63,13258.2
2277,49.3,university,12,7.06,2741.02
2278,52.0,old_town,3,3.0,2709.61
2279,87.5,old_town,8,0.94,3139.87
2280,55.0,university,10,3.14,2719.95
2281,98.4,old_town,7,2.37,2087.04
2282,76.2,residential,12,6.86,4028.57
2283,45.4,university,10,4.14,1581.54
2284,83.8,riverside,25,5.33,1391.07
2285,78.2,business,6,3.38,3442.42
2286,62.5,green_zone,8,5.87,2470.93
2287,66.7,central,9,1.46,3134.54
2288,88.1,central,4,1.38,3430.96
2289,28.5,central,19,1.57,4621.52
2290,38.0,industrial,2,11.34,1391.0
2291,93.8,university,9,6.41,1359.5
2292,46.7,university,13,4.69,2707.86
2293,72.9,central,12,1.5,5316.88
2294,48.0,residential,14,6.56,2162.12
2295,77.3,green_zone,7,10.82,2188.92
2296,106.6,riverside,10,5.99,3078.92
2297,81.3,riverside,4,5.45,2642.89
2298,34.3,business,5,2.53,2632.41
2299,30.6,university,12,5.93,4148.95
2300,54.3,university,5,1.18,1681.07
2301,66.5,business,20,2.24,3461.09
2302,23.4,central,11,1.7,2556.13
2303,24.0,business,7,3.72,3432.66
2304,59.4,business,10,2.51,6345.94
2305,57.1,suburb,10,12.34,2173.11
2306,28.9,suburb,6,8.2,3427.68
2307,58.3,university,3,2.74,2994.28
2308,46.7,university,6,6.68,2239.95
2309,64.6,industrial,13,10.22,964.35
2310,85.6,suburb,12,8.7,1376.87
2311,44.7,green_zone,16,9.75,1716.4
2312,118.7,suburb,8,12.57,2352.78
2313,75.1,suburb,9,12.06,2055.15
2314,35.1,university,7,3.19,2830.71
2315,33.3,industrial,13,4.66,1899.29
2316,77.5,riverside,6,7.05,2603.44
2317,86.7,business,8,3.41,2508.21
2318,96.5,old_town,3,2.36,4504.38
2319,91.7,suburb,4,16.79,5189.4
2320,69.4,residential,12,5.47,3057.55
2321,119.7,residential,4,4.24,2391.55
2322,56.3,central,27,0.72,4315.25
2323,59.2,central,22,1.72,3502.73
2324,39.9,university,4,6.07,2507.68
2325,68.0,industrial,14,8.06,1638.69
2326,50.9,residential,12,10.94,1136.07
2327,79.4,suburb,8,10.77,1582.89
2328,84.8,riverside,5,6.31,1448.33
2329,70.8,central,1,1.71,4089.87
2330,57.7,residential,20,4.53,2347.76
2331,50.6,university,2,0.89,2431.67
2332,70.7,residential,11,9.91,2040.73
2333,66.7,green_zone,12,10.02,2470.37
2334,64.7,suburb,6,13.34,2141.35
2335,66.4,central,12,2.07,5236.17
2336,42.3,suburb,11,9.91,1796.27
2337,18.0,old_town,2,2.96,3392.57
2338,43.7,business,30,1.4,4655.29
2339,96.8,old_town,4,3.84,4152.18
2340,70.1,business,1,3.03,3289.78
2341,121.1,suburb,3,15.09,1573.9
2342,98.9,residential,8,7.21,5187.82
2343,33.4,riverside,26,2.97,2905.26
2344,36.5,university,10,3.03,1967.31
2345,61.6,residential,7,9.85,1965.66
2346,71.4,old_town,7,3.42,5184.3
2347,38.6,industrial,9,12.37,954.93
2348,51.9,residential,3,7.36,2021.79
2349,39.8,residential,16,7.65,2342.85
2350,75.1,university,18,5.71,2631.24
2351,69.4,business,4,2.99,3727.4
2352,41.7,industrial,10,12.36,1137.17
2353,37.6,university,15,6.47,1759.04
2354,51.8,industrial,5,11.19,1578.64
2355,45.0,university,14,4.61,2186.69
2356,69.9,green_zone,2,6.97,3822.97
2357,73.5,university,12,2.47,4494.94
2358,57.0,business,6,3.63,7703.34
2359,50.2,university,3,4.06,2002.95
2360,128.1,green_zone,9,11.54,2453.52
2361,32.1,university,1,5.35,3111.62
2362,86.2,residential,8,6.84,1835.71
2363,42.4,university,3,1.27,3479.17
2364,74.8,residential,9,7.33,1385.88
2365,70.1,university,15,5.34,2229.32
2366,22.9,suburb,5,15.04,1576.97
2367,95.7,suburb,14,15.68,1639.1
2368,87.1,green_zone,1,8.61,2063.2
2369,158.6,green_zone,1,10.42,1694.74
2370,130.9,residential,1,7.97,2262.06
2371,18.0,residential,19,12.04,1505.06
2372,65.5,industrial,9,7.56,1752.69
2373,110.7,residential,1,6.74,2465.65
2374,59.9,central,7,1.69,3395.29
2375,59.3,industrial,7,11.42,1449.34
2376,120.4,suburb,3,17.44,350.0
2377,63.3,suburb,4,14.38,2281.62
2378,116.6,green_zone,1,5.92,2483.95
2379,108.7,suburb,12,13.17,2455.93
2380,43.7,central,3,0.2,1640.21
2381,49.5,industrial,14,9.62,355.2
2382,32.5,university,3,5.97,2705.33
2383,50.0,central,3,1.86,3591.22
2384,37.3,central,27,2.11,3984.57
2385,94.7,old_town,8,4.17,2750.84
2386,83.4,central,17,1.4,4215.0
2387,40.8,old_town,1,2.51,2667.07
2388,105.4,suburb,15,5.61,2287.69
2389,32.9,riverside,2,4.62,3666.54
2390,81.8,suburb,12,8.42,1374.62
2391,44.5,business,10,5.88,1546.42
2392,48.7,university,3,1.4,2166.49
2393,36.0,central,23,0.49,4412.06
2394,45.1,green_zone,10,7.23,1541.35
2395,54.9,residential,2,4.63,1064.31
2396,53.6,central,8,1.12,3961.41
2397,33.0,university,4,5.53,3983.08
2398,95.0,residential,2,7.66,1855.89
2399,64.5,old_town,3,3.26,4020.81
2400,31.1,residential,2,3.33,2473.48
2401,71.8,suburb,12,8.11,1960.67
2402,28.9,residential,10,7.07,1505.25
2403,76.0,residential,4,5.65,2468.16
2404,49.3,university,9,0.77,2441.17
2405,60.0,residential,16,8.01,2337.54
2406,68.8,business,3,2.92,3444.98
2407,78.0,riverside,19,5.8,2830.96
2408,146.8,luxury_hills,1,7.49,14458.68
2409,42.6,central,5,0.71,3282.32
2410,64.1,business,5,0.72,2919.51
2411,123.4,luxury_hills,9,9.87,10073.9
2412,68.7,old_town,2,2.81,3499.62
2413,47.3,residential,2,4.56,1514.04
2414,23.0,central,17,2.09,4516.46
2415,69.6,central,12,1.43,3031.27
2416,81.2,old_town,7,4.23,2376.95
2417,86.9,riverside,5,4.42,2936.06
2418,31.7,university,2,4.29,2328.24
2419,47.2,industrial,7,10.24,2001.38
2420,88.0,suburb,5,12.02,2685.16
2421,75.4,residential,4,9.04,2143.89
2422,93.2,green_zone,4,7.25,2838.78
2423,43.6,suburb,10,11.24,1878.58
2424,44.4,university,12,0.2,1477.07
2425,62.7,university,11,2.99,3526.38
2426,32.7,industrial,14,15.27,1181.02
2427,64.0,riverside,15,3.3,3717.05
2428,89.6,old_town,8,3.41,3263.91
2429,90.5,business,3,2.42,4161.89
2430,77.4,suburb,2,8.39,3469.25
2431,18.0,university,7,3.3,2534.92
2432,96.7,business,6,2.27,3311.02
2433,103.9,green_zone,15,5.71,2152.87
2434,208.7,luxury_hills,11,7.84,25497.89
2435,33.9,residential,7,6.96,1564.76
2436,72.3,business,8,3.04,2812.2
2437,58.5,suburb,6,11.06,1701.53
2438,103.9,old_town,6,4.42,4981.15
2439,94.7,residential,1,2.57,3263.36
2440,62.5,industrial,12,8.16,975.35
2441,71.3,residential,16,8.25,956.02
2442,60.6,residential,8,5.71,2158.71
2443,75.6,old_town,7,3.66,1859.26
2444,37.0,residential,4,8.26,2705.28
2445,42.9,university,10,3.71,1551.15
2446,37.2,residential,15,10.23,1851.13
2447,47.5,old_town,5,3.94,3083.24
2448,104.2,green_zone,19,7.84,2973.76
2449,57.2,riverside,5,2.05,3622.68
2450,202.5,luxury_hills,21,9.49,22462.88
2451,20.3,business,1,3.34,4380.68
2452,118.0,suburb,5,13.74,350.0
2453,38.2,university,4,4.2,2880.73
2454,132.3,green_zone,15,7.44,4008.34
2455,76.3,riverside,9,5.65,3172.27
2456,38.0,university,8,2.93,2405.21
2457,51.2,central,4,1.84,2104.59
2458,41.3,residential,16,9.59,1606.0
2459,61.6,university,7,6.05,2794.37
2460,18.0,residential,21,4.83,2566.25
2461,98.9,riverside,27,5.79,2964.02
2462,31.6,central,11,1.87,4189.58
2463,55.9,residential,16,10.52,2744.53
2464,41.9,green_zone,2,7.71,2211.14
2465,48.2,residential,6,5.14,1836.87
2466,109.6,suburb,1,12.66,2452.07
2467,71.6,business,31,4.61,3647.64
2468,58.0,residential,7,4.76,1893.51
2469,71.3,riverside,3,6.56,2698.67
2470,72.0,suburb,11,12.29,1972.99
2471,90.4,green_zone,5,5.14,2914.43
2472,149.2,luxury_hills,12,7.16,16782.18
2473,73.2,industrial,5,11.75,2035.08
2474,60.3,industrial,13,6.93,912.85
2475,97.1,suburb,5,10.77,3539.05
2476,38.1,business,15,3.09,3467.03
2477,98.9,suburb,10,13.17,2309.84
2478,36.9,green_zone,6,9.16,2175.35
2479,78.9,business,6,4.41,3340.4
2480,101.5,suburb,16,13.13,1869.53
2481,59.8,industrial,6,9.24,2827.15
2482,56.8,university,12,3.01,1712.54
2483,54.9,university,17,3.84,2265.25
2484,56.6,suburb,2,15.02,1372.98
2485,69.9,old_town,1,2.22,1849.7
2486,32.2,riverside,4,5.2,2107.88
2487,76.9,business,31,3.72,3460.2
2488,77.7,riverside,7,6.54,3221.6
2489,111.4,old_town,3,2.18,6218.3
2490,44.0,university,20,5.69,1857.21
2491,103.4,suburb,15,13.7,3317.78
2492,69.3,old_town,8,1.28,2105.54
2493,71.4,industrial,12,11.08,672.42
2494,102.8,old_town,8,2.22,1625.64
2495,69.2,residential,14,10.22,1786.0
2496,67.2,residential,4,6.73,2251.47
2497,62.7,university,8,2.56,2213.52
2498,62.1,central,6,2.28,4739.61
2499,51.3,central,4,1.19,3042.98
2500,118.2,suburb,12,17.74,943.78
2501,71.5,university,12,1.12,4503.35
2502,93.1,residential,19,5.88,2704.14
2503,106.1,riverside,7,8.03,2440.51
2504,126.1,residential,17,3.67,3152.98
2505,82.4,riverside,12,5.49,3443.72
2506,101.3,green_zone,3,6.69,3220.72
2507,42.9,green_zone,9,7.39,2358.08
2508,58.8,residential,3,6.5,2344.51
2509,127.1,suburb,10,8.09,2523.81
2510,69.7,residential,11,8.42,1926.0
2511,160.0,suburb,4,16.59,350.0
2512,58.0,central,1,2.86,4610.97
2513,25.0,old_town,1,3.44,3341.57
2514,34.7,university,12,4.43,1932.42
2515,86.4,business,2,3.91,5525.27
2516,34.1,university,11,5.53,2554.39
2517,96.4,green_zone,10,9.74,3378.99
2518,63.1,suburb,5,13.23,2102.54
2519,64.7,green_zone,9,6.48,2582.99
2520,98.5,luxury_hills,4,11.23,9669.32
2521,98.4,residential,9,10.45,1743.82
2522,42.0,central,10,0.71,4543.13
2523,46.8,central,2,1.93,1984.58
2524,65.9,residential,7,7.17,2234.39
2525,143.1,luxury_hills,12,6.8,15554.03
2526,60.2,university,2,5.37,1915.63
2527,30.0,business,10,0.7,3876.07
2528,51.7,business,4,3.63,2545.1
2529,46.4,university,1,4.31,2308.79
2530,131.1,luxury_hills,1,11.81,9276.87
2531,55.6,suburb,13,10.26,3270.6
2532,54.1,green_zone,12,8.1,1060.66
2533,68.3,business,3,3.61,4137.19
2534,143.1,suburb,10,11.07,1888.85
2535,41.1,central,11,2.0,4666.23
2536,79.8,industrial,11,13.2,400.97
2537,67.3,suburb,4,11.73,3203.9
2538,120.0,green_zone,12,6.85,3652.01
2539,50.6,university,9,5.87,2609.81
2540,122.3,suburb,12,11.52,1086.37
2541,65.7,university,2,6.23,1780.23
2542,51.7,central,4,2.22,2836.55
2543,74.3,university,13,3.81,3646.49
2544,106.4,industrial,11,8.27,2377.66
2545,71.7,suburb,1,12.16,1535.13
2546,100.3,residential,2,5.23,1622.98
2547,35.5,old_town,2,2.19,2134.55
2548,108.1,luxury_hills,5,9.53,12232.93
2549,65.7,industrial,9,7.12,3185.44
2550,86.1,residential,17,4.51,3499.93
2551,51.2,luxury_hills,13,10.24,5490.9
2552,18.0,university,17,5.26,3852.53
2553,78.0,business,10,5.02,5462.18
2554,78.4,riverside,10,6.33,5959.98
2555,46.3,residential,10,3.6,2579.82
2556,61.6,business,12,3.5,5400.62
2557,95.6,old_town,7,1.09,3395.35
2558,86.8,residential,16,8.82,3096.91
2559,87.8,suburb,8,12.15,2303.83
2560,62.9,business,17,4.48,3322.32
2561,176.9,luxury_hills,24,9.47,17621.68
2562,100.8,riverside,4,5.78,3133.96
2563,58.0,central,9,2.32,3885.13
2564,44.2,central,12,2.44,4570.01
2565,75.9,central,35,0.6,4404.24
2566,64.8,residential,7,7.17,2251.17
2567,77.6,suburb,18,4.92,2180.06
2568,73.4,residential,10,7.78,3273.23
2569,43.1,suburb,7,8.76,1794.2
2570,53.4,industrial,8,10.08,1362.12
2571,74.4,old_town,4,1.76,2854.68
2572,48.7,green_zone,8,5.53,2855.94
2573,89.5,old_town,3,3.35,3583.74
2574,58.8,residential,10,6.89,2343.08
2575,133.2,old_town,3,1.71,3311.4
2576,63.3,residential,7,4.64,2296.69
2577,54.1,old_town,5,2.56,2579.16
2578,89.0,green_zone,5,11.2,2562.43
2579,73.6,old_town,1,2.37,3525.14
2580,83.7,suburb,9,12.86,2732.3
2581,36.3,residential,10,10.54,2450.54
2582,68.7,residential,10,5.28,904.61
2583,73.5,central,30,1.91,6396.64
2584,82.5,residential,3,7.04,2366.45
2585,80.8,business,11,4.15,4569.58
2586,95.3,green_zone,4,8.58,2618.82
2587,92.2,residential,11,3.82,3031.88
2588,115.4,green_zone,18,10.66,2423.94
2589,60.2,old_town,6,1.2,2382.72
2590,112.6,business,2,3.54,6011.32
2591,18.0,green_zone,9,9.58,2022.63
2592,144.2,luxury_hills,9,6.85,11925.92
2593,81.2,residential,10,6.31,1753.03
2594,67.9,business,18,4.21,4189.56
2595,71.6,luxury_hills,22,12.85,8654.72
2596,71.0,residential,9,6.3,1527.69
2597,45.8,residential,11,10.62,3517.15
2598,40.2,residential,8,5.02,2638.31
2599,74.6,suburb,11,9.65,3339.62
2600,77.1,business,20,2.86,5158.77
2601,89.9,residential,12,10.27,1215.59
2602,76.1,suburb,10,15.21,1265.7
2603,67.3,riverside,6,4.23,2689.55
2604,65.9,university,10,3.35,2730.05
2605,51.6,residential,7,5.48,1899.19
2606,49.7,riverside,1,7.38,2419.48
2607,80.7,old_town,5,3.02,2582.05
2608,115.5,luxury_hills,2,7.47,13922.46
2609,49.0,central,5,1.35,3549.65
2610,23.0,residential,4,7.11,1126.78
2611,89.7,green_zone,8,7.39,2167.39
2612,77.0,industrial,10,4.85,1604.85
2613,75.1,riverside,12,5.4,2793.47
2614,24.4,green_zone,6,11.55,2217.91
2615,72.6,residential,9,7.55,1979.25
2616,50.5,business,8,4.64,3893.85
2617,100.8,industrial,5,8.15,1545.73
2618,56.8,central,32,1.68,3422.07
2619,94.4,industrial,15,15.19,1487.73
2620,34.3,riverside,10,5.84,2831.38
2621,85.2,old_town,2,1.22,3948.71
2622,45.5,university,5,5.97,2324.77
2623,82.7,residential,16,2.72,2227.12
2624,55.4,green_zone,10,10.09,1665.41
2625,70.5,residential,12,5.11,2502.94
2626,89.9,riverside,28,5.58,2541.12
2627,48.0,residential,4,7.26,2639.32
2628,31.2,university,4,6.46,3018.54
2629,68.6,industrial,1,9.78,1617.94
2630,67.6,central,23,1.55,3797.89
2631,59.1,university,12,5.16,2031.16
2632,100.6,suburb,6,12.0,2442.65
2633,44.1,residential,19,8.27,1863.44
2634,47.1,business,3,0.67,4052.5
2635,85.5,business,10,2.74,3849.92
2636,74.5,industrial,1,9.85,1292.76
2637,53.1,old_town,7,2.83,3150.48
2638,73.6,business,6,2.95,3242.2
2639,76.1,old_town,7,3.42,1943.86
2640,39.1,suburb,11,13.71,2631.8
2641,68.3,suburb,9,12.06,1839.82
2642,87.6,residential,10,6.89,2532.5
2643,68.2,industrial,5,8.19,1792.19
2644,72.7,university,18,1.44,2159.69
2645,71.6,riverside,6,3.25,595.73
2646,40.4,university,2,7.69,1984.52
2647,113.6,residential,21,5.81,2732.55
2648,91.6,business,6,3.17,4750.91
2649,55.6,residential,1,4.5,4289.53
2650,65.8,residential,16,5.13,2572.05
2651,91.3,riverside,8,9.55,1795.98
2652,57.7,green_zone,3,10.13,2363.82
2653,80.9,industrial,10,8.76,1847.44
2654,68.8,industrial,3,13.49,1072.55
2655,36.9,university,3,4.69,929.52
2656,49.6,residential,12,6.17,1732.97
2657,56.3,central,7,0.2,2915.96
2658,83.7,green_zone,10,6.14,2510.09
2659,76.7,riverside,29,8.27,5649.36
2660,58.1,university,8,5.46,2018.41
2661,61.5,residential,4,6.49,3467.75
2662,31.6,riverside,1,2.17,3342.07
2663,118.7,luxury_hills,16,7.4,15699.85
2664,59.1,central,22,1.86,3812.06
2665,85.0,old_town,5,3.32,2151.37
2666,56.5,central,30,0.42,2891.34
2667,51.5,university,1,3.48,2147.34
2668,87.4,business,11,1.98,3374.52
2669,70.0,residential,20,9.72,3247.25
2670,51.8,business,9,0.31,3735.67
2671,44.2,old_town,4,1.33,4011.32
2672,35.8,business,6,3.32,4703.94
2673,93.7,riverside,25,5.78,4274.66
2674,66.7,business,8,3.35,3352.15
2675,71.1,business,8,2.8,2053.36
2676,21.0,business,2,1.85,2963.94
2677,47.5,business,11,3.94,3653.6
2678,53.9,business,33,2.64,3335.86
2679,30.1,central,26,0.71,5382.22
2680,20.7,university,3,5.65,2525.39
2681,81.0,riverside,30,5.84,1665.73
2682,59.2,riverside,9,5.82,2331.56
